StudentID,Student Name,Student Gender,Student Age,Student Class,Mother Name,Father Name,Contact Phone Number,Assigned Mentor,Mentor Phone Number
RJ_10794,Sneha Sharma,Female,15,9,Priya Jain,Rohan Shah,"=""7488008121""",Mr. Amit Singh,"=""9876543212"""
RJ_10795,Aditya Sharma,Male,9,4,Diya Gupta,Ishaan Gupta,"=""8157685702""",Mr. Amit Singh,"=""9876543212"""
RJ_10796,Ananya Kumar,Female,16,11,Sneha Reddy,Sai Gupta,"=""9547205219""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10797,Isha Jain,Female,9,4,Ananya Shah,Arjun Patel,"=""6460578898""",Mr. Amit Singh,"=""9876543212"""
RJ_10798,Arjun Khan,Male,10,4,Diya Patel,Aditya Khan,"=""8506342378""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10799,Kabir Sharma,Male,11,6,Aisha Khan,Aarav Shah,"=""8618886985""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10800,Aryan Kumar,Male,8,3,Tara Kumar,Aditya Sharma,"=""7459488864""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10801,Siya Sharma,Female,12,7,Isha Jain,Kabir Khan,"=""9101423990""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10802,Riya Gupta,Female,11,6,Kavya Singh,Vihaan Patel,"=""8495868598""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10803,Vihaan Verma,Male,9,4,Aisha Shah,Aarav Sharma,"=""9325015249""",Mr. Amit Singh,"=""9876543212"""
RJ_10804,Tara Khan,Female,12,6,Siya Sharma,Aryan Reddy,"=""6111753253""",Ms. Pooja Verma,"=""9876543213"""
RJ_10805,Reyansh Gupta,Male,7,2,Diya Gupta,Arjun Singh,"=""8872381210""",Ms. Pooja Verma,"=""9876543213"""
RJ_10806,Ishaan Jain,Male,7,1,Priya Khan,Aditya Singh,"=""9824297627""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10807,Reyansh Shah,Male,16,11,Diya Gupta,Vihaan Jain,"=""9872597347""",Mr. Amit Singh,"=""9876543212"""
RJ_10808,Arjun Sharma,Male,14,9,Sneha Singh,Sai Sharma,"=""8614805970""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10809,Vihaan Verma,Male,9,3,Tara Jain,Aarav Patel,"=""8993985720""",Ms. Pooja Verma,"=""9876543213"""
RJ_10810,Siya Reddy,Female,13,8,Siya Gupta,Aditya Gupta,"=""6558850479""",Mr. Amit Singh,"=""9876543212"""
RJ_10811,Aarav Jain,Male,12,6,Kavya Patel,Vihaan Kumar,"=""8151119931""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10812,Ishaan Kumar,Male,17,12,Sneha Jain,Reyansh Gupta,"=""9380406958""",Ms. Pooja Verma,"=""9876543213"""
RJ_10813,Tara Reddy,Female,8,3,Tara Kumar,Rohan Gupta,"=""6354723865""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10814,Reyansh Singh,Male,13,7,Ananya Reddy,Kabir Patel,"=""7279045626""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10815,Priya Khan,Female,16,10,Kavya Reddy,Aarav Jain,"=""6364373688""",Ms. Pooja Verma,"=""9876543213"""
RJ_10816,Siya Singh,Female,11,6,Ananya Khan,Rohan Kumar,"=""7975753067""",Ms. Pooja Verma,"=""9876543213"""
RJ_10817,Rohan Gupta,Male,16,10,Sneha Sharma,Aditya Reddy,"=""6532634842""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10818,Aditya Kumar,Male,9,4,Aisha Shah,Aarav Jain,"=""6783579620""",Mr. Amit Singh,"=""9876543212"""
RJ_10819,Aisha Patel,Female,6,1,Kavya Jain,Sai Jain,"=""6226961608""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10820,Tara Reddy,Female,15,9,Ananya Singh,Aryan Patel,"=""7386522968""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10821,Reyansh Kumar,Male,17,12,Siya Shah,Ishaan Khan,"=""7896477759""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10822,Vihaan Kumar,Male,8,2,Sneha Gupta,Aditya Reddy,"=""7572909710""",Mr. Amit Singh,"=""9876543212"""
RJ_10823,Ishaan Khan,Male,14,9,Diya Kumar,Aarav Jain,"=""6759115747""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10824,Kavya Gupta,Female,17,12,Sneha Shah,Vihaan Sharma,"=""8956892933""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10825,Diya Shah,Female,18,12,Kavya Reddy,Vihaan Jain,"=""8957754032""",Ms. Pooja Verma,"=""9876543213"""
RJ_10826,Aditya Jain,Male,15,10,Tara Khan,Vihaan Reddy,"=""7827987634""",Mr. Amit Singh,"=""9876543212"""
RJ_10827,Arjun Sharma,Male,14,9,Kavya Reddy,Arjun Reddy,"=""6627228821""",Ms. Pooja Verma,"=""9876543213"""
RJ_10828,Aryan Singh,Male,12,7,Siya Patel,Reyansh Shah,"=""6448468383""",Ms. Pooja Verma,"=""9876543213"""
RJ_10829,Aryan Patel,Male,8,3,Siya Sharma,Reyansh Singh,"=""6326834415""",Mr. Amit Singh,"=""9876543212"""
RJ_10830,Kabir Patel,Male,15,10,Sneha Jain,Aditya Patel,"=""7246216728""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10831,Reyansh Kumar,Male,12,6,Priya Kumar,Aditya Patel,"=""8245712834""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10832,Ishaan Kumar,Male,7,2,Kavya Verma,Arjun Patel,"=""7388963078""",Ms. Pooja Verma,"=""9876543213"""
RJ_10833,Aisha Kumar,Female,17,12,Isha Gupta,Vihaan Patel,"=""9118545713""",Ms. Pooja Verma,"=""9876543213"""
RJ_10834,Aisha Gupta,Female,18,12,Kavya Patel,Vihaan Sharma,"=""9483188514""",Mr. Amit Singh,"=""9876543212"""
RJ_10835,Diya Kumar,Female,11,6,Isha Singh,Rohan Khan,"=""6295540811""",Mr. Amit Singh,"=""9876543212"""
RJ_10836,Aryan Singh,Male,15,10,Siya Patel,Vihaan Patel,"=""8313736068""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10837,Ishaan Gupta,Male,18,12,Diya Verma,Aarav Khan,"=""7576132781""",Mr. Amit Singh,"=""9876543212"""
RJ_10838,Kabir Shah,Male,13,8,Riya Kumar,Kabir Shah,"=""6451467083""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10839,Sneha Patel,Female,12,7,Sneha Jain,Ishaan Patel,"=""8299156065""",Ms. Pooja Verma,"=""9876543213"""
RJ_10840,Rohan Jain,Male,11,5,Siya Jain,Kabir Verma,"=""7556572824""",Mr. Amit Singh,"=""9876543212"""
RJ_10841,Riya Jain,Female,8,3,Siya Reddy,Aryan Patel,"=""6762848326""",Mr. Amit Singh,"=""9876543212"""
RJ_10842,Siya Reddy,Female,17,11,Priya Gupta,Kabir Shah,"=""7298419052""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10843,Aisha Kumar,Female,8,3,Priya Kumar,Aryan Jain,"=""8701570035""",Ms. Pooja Verma,"=""9876543213"""
RJ_10844,Aryan Sharma,Male,18,12,Sneha Shah,Aryan Patel,"=""9295474914""",Mr. Amit Singh,"=""9876543212"""
RJ_10845,Aarav Verma,Male,13,8,Aisha Gupta,Arjun Kumar,"=""9777328709""",Mr. Amit Singh,"=""9876543212"""
RJ_10846,Aditya Sharma,Male,15,10,Diya Sharma,Vihaan Shah,"=""9679150726""",Mr. Amit Singh,"=""9876543212"""
RJ_10847,Aryan Reddy,Male,18,12,Riya Singh,Reyansh Gupta,"=""9597988902""",Mr. Amit Singh,"=""9876543212"""
RJ_10848,Siya Shah,Female,14,9,Aisha Patel,Rohan Khan,"=""9831464348""",Ms. Pooja Verma,"=""9876543213"""
RJ_10849,Aarav Kumar,Male,7,2,Riya Gupta,Rohan Verma,"=""6939604173""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10850,Aisha Jain,Female,7,1,Riya Sharma,Kabir Kumar,"=""7278236163""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10851,Priya Khan,Female,16,11,Isha Patel,Aarav Sharma,"=""7525003348""",Mr. Amit Singh,"=""9876543212"""
RJ_10852,Arjun Khan,Male,13,7,Ananya Shah,Aryan Reddy,"=""7209841842""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10853,Rohan Gupta,Male,15,10,Isha Gupta,Aryan Kumar,"=""8992707611""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10854,Ishaan Verma,Male,17,12,Sneha Patel,Sai Khan,"=""9925452040""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10855,Ishaan Gupta,Male,7,1,Priya Kumar,Ishaan Singh,"=""6677700873""",Ms. Pooja Verma,"=""9876543213"""
RJ_10856,Kavya Verma,Female,17,11,Tara Singh,Aarav Kumar,"=""8190572467""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10857,Isha Khan,Female,16,11,Kavya Verma,Reyansh Gupta,"=""9737662593""",Mr. Amit Singh,"=""9876543212"""
RJ_10858,Kavya Patel,Female,16,11,Aisha Singh,Arjun Khan,"=""7158694449""",Mr. Amit Singh,"=""9876543212"""
RJ_10859,Riya Jain,Female,8,3,Riya Kumar,Aditya Khan,"=""9564498750""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10860,Aarav Singh,Male,17,11,Diya Patel,Aditya Sharma,"=""6933917927""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10861,Tara Reddy,Female,16,11,Isha Singh,Kabir Gupta,"=""9887035053""",Mr. Amit Singh,"=""9876543212"""
RJ_10862,Arjun Verma,Male,6,1,Riya Shah,Reyansh Sharma,"=""8859626330""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10863,Diya Kumar,Female,7,2,Tara Sharma,Sai Sharma,"=""8883304777""",Ms. Pooja Verma,"=""9876543213"""
RJ_10864,Kabir Gupta,Male,17,12,Priya Khan,Kabir Gupta,"=""8655707724""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10865,Sneha Sharma,Female,7,1,Sneha Reddy,Arjun Singh,"=""8556091016""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10866,Aditya Khan,Male,15,10,Kavya Shah,Arjun Khan,"=""8113228885""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10867,Ananya Gupta,Female,10,5,Diya Sharma,Rohan Shah,"=""7889032705""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10868,Kavya Jain,Female,16,11,Riya Sharma,Rohan Sharma,"=""8789034690""",Mr. Amit Singh,"=""9876543212"""
RJ_10869,Arjun Reddy,Male,9,3,Siya Kumar,Aditya Patel,"=""8796699076""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10870,Sai Gupta,Male,17,12,Sneha Sharma,Ishaan Kumar,"=""6349531619""",Ms. Pooja Verma,"=""9876543213"""
RJ_10871,Vihaan Kumar,Male,8,2,Riya Kumar,Sai Singh,"=""6739337015""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10872,Arjun Jain,Male,9,4,Sneha Sharma,Ishaan Gupta,"=""9215279889""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10873,Isha Reddy,Female,11,6,Priya Reddy,Aryan Reddy,"=""8299527883""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10874,Kabir Khan,Male,13,7,Sneha Sharma,Reyansh Jain,"=""8305957043""",Ms. Pooja Verma,"=""9876543213"""
RJ_10875,Isha Reddy,Female,16,11,Priya Jain,Vihaan Jain,"=""6974682749""",Mr. Amit Singh,"=""9876543212"""
RJ_10876,Tara Patel,Female,17,12,Priya Reddy,Aditya Kumar,"=""9837241089""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10877,Ishaan Reddy,Male,15,10,Aisha Khan,Kabir Gupta,"=""6627049581""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10878,Reyansh Sharma,Male,10,4,Diya Verma,Reyansh Singh,"=""6122923624""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10879,Vihaan Reddy,Male,11,6,Tara Khan,Rohan Singh,"=""8893507035""",Mr. Amit Singh,"=""9876543212"""
RJ_10880,Riya Verma,Female,13,7,Isha Gupta,Vihaan Shah,"=""6531460712""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10881,Priya Verma,Female,17,12,Riya Patel,Ishaan Reddy,"=""7410219376""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10882,Kavya Sharma,Female,11,5,Siya Kumar,Reyansh Sharma,"=""8937262963""",Ms. Pooja Verma,"=""9876543213"""
RJ_10883,Reyansh Kumar,Male,10,5,Siya Verma,Ishaan Sharma,"=""9833104926""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10884,Isha Khan,Female,10,5,Isha Kumar,Aditya Shah,"=""8968677124""",Ms. Pooja Verma,"=""9876543213"""
RJ_10885,Aarav Kumar,Male,7,1,Isha Singh,Aryan Shah,"=""7276332309""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10886,Tara Sharma,Female,11,5,Riya Jain,Aditya Shah,"=""6887553817""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10887,Sai Khan,Male,7,2,Siya Kumar,Aditya Singh,"=""8385929780""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10888,Ishaan Reddy,Male,7,2,Siya Khan,Ishaan Khan,"=""9270771637""",Ms. Pooja Verma,"=""9876543213"""
RJ_10889,Arjun Gupta,Male,12,6,Diya Sharma,Aarav Sharma,"=""8193482469""",Ms. Pooja Verma,"=""9876543213"""
RJ_10890,Arjun Gupta,Male,9,3,Siya Patel,Arjun Gupta,"=""8326057271""",Mr. Amit Singh,"=""9876543212"""
RJ_10891,Sai Shah,Male,14,8,Ananya Singh,Aarav Khan,"=""6542016777""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10892,Reyansh Reddy,Male,9,4,Siya Singh,Kabir Shah,"=""6756593842""",Mr. Amit Singh,"=""9876543212"""
RJ_10893,Diya Kumar,Female,11,6,Siya Singh,Kabir Kumar,"=""8777816986""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10894,Ananya Verma,Female,11,6,Riya Verma,Reyansh Singh,"=""8416613717""",Mr. Amit Singh,"=""9876543212"""
RJ_10895,Ananya Verma,Female,16,10,Tara Khan,Arjun Kumar,"=""7907563188""",Ms. Pooja Verma,"=""9876543213"""
RJ_10896,Siya Singh,Female,18,12,Riya Singh,Aditya Sharma,"=""6725306902""",Ms. Pooja Verma,"=""9876543213"""
RJ_10897,Vihaan Kumar,Male,12,6,Aisha Patel,Vihaan Shah,"=""9356593824""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10898,Sai Khan,Male,7,1,Isha Jain,Rohan Patel,"=""8112114097""",Mr. Amit Singh,"=""9876543212"""
RJ_10899,Reyansh Sharma,Male,9,4,Isha Verma,Reyansh Reddy,"=""9639590973""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10900,Reyansh Khan,Male,6,1,Kavya Kumar,Vihaan Sharma,"=""9465871872""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10901,Ananya Reddy,Female,12,7,Tara Verma,Rohan Sharma,"=""6535249943""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10902,Arjun Sharma,Male,15,10,Aisha Shah,Rohan Patel,"=""6927887526""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10903,Aarav Kumar,Male,18,12,Tara Jain,Rohan Sharma,"=""9624625023""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10904,Aarav Reddy,Male,9,3,Siya Reddy,Sai Verma,"=""6916599303""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10905,Ishaan Kumar,Male,15,9,Sneha Kumar,Vihaan Khan,"=""8462133707""",Mr. Amit Singh,"=""9876543212"""
RJ_10906,Aditya Gupta,Male,10,5,Aisha Patel,Rohan Patel,"=""8972950409""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10907,Vihaan Sharma,Male,12,7,Ananya Singh,Arjun Patel,"=""7670183667""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10908,Vihaan Verma,Male,7,2,Sneha Verma,Kabir Reddy,"=""9376190804""",Mr. Amit Singh,"=""9876543212"""
RJ_10909,Riya Patel,Female,14,9,Diya Kumar,Aarav Reddy,"=""6295898823""",Mr. Amit Singh,"=""9876543212"""
RJ_10910,Isha Patel,Female,15,9,Siya Singh,Sai Kumar,"=""9282742786""",Ms. Pooja Verma,"=""9876543213"""
RJ_10911,Sai Sharma,Male,9,3,Siya Sharma,Rohan Jain,"=""7441067581""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10912,Kavya Reddy,Female,13,7,Siya Patel,Aditya Singh,"=""7894542113""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10913,Priya Verma,Female,13,7,Sneha Gupta,Reyansh Verma,"=""9513618323""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10914,Siya Sharma,Female,11,5,Priya Shah,Vihaan Kumar,"=""9102067283""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10915,Ananya Khan,Female,10,5,Ananya Shah,Reyansh Kumar,"=""9421960184""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10916,Kavya Reddy,Female,15,10,Siya Patel,Arjun Patel,"=""8391318549""",Mr. Amit Singh,"=""9876543212"""
RJ_10917,Kabir Khan,Male,13,8,Tara Kumar,Aryan Kumar,"=""7203071135""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10918,Rohan Kumar,Male,10,4,Sneha Sharma,Vihaan Gupta,"=""8970881622""",Mr. Amit Singh,"=""9876543212"""
RJ_10919,Reyansh Khan,Male,12,7,Diya Khan,Rohan Reddy,"=""6246404485""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10920,Reyansh Verma,Male,11,6,Ananya Shah,Rohan Singh,"=""7671210180""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10921,Ishaan Khan,Male,9,4,Siya Reddy,Reyansh Shah,"=""7789497249""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10922,Ishaan Singh,Male,10,4,Tara Verma,Ishaan Sharma,"=""6159134023""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10923,Kabir Reddy,Male,17,12,Diya Jain,Aryan Sharma,"=""8925334524""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10924,Diya Singh,Female,17,12,Siya Singh,Kabir Singh,"=""7320195971""",Mr. Amit Singh,"=""9876543212"""
RJ_10925,Aryan Jain,Male,8,3,Riya Jain,Aryan Singh,"=""7215121910""",Ms. Pooja Verma,"=""9876543213"""
RJ_10926,Aisha Shah,Female,16,10,Riya Jain,Aditya Kumar,"=""9918428476""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10927,Aisha Kumar,Female,11,5,Ananya Kumar,Vihaan Reddy,"=""7446414926""",Ms. Pooja Verma,"=""9876543213"""
RJ_10928,Ishaan Patel,Male,9,4,Aisha Singh,Kabir Singh,"=""9971483633""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10929,Arjun Jain,Male,13,8,Siya Kumar,Arjun Gupta,"=""8149026843""",Ms. Pooja Verma,"=""9876543213"""
RJ_10930,Priya Verma,Female,17,11,Sneha Singh,Aditya Shah,"=""9274919201""",Mr. Amit Singh,"=""9876543212"""
RJ_10931,Rohan Khan,Male,11,6,Sneha Gupta,Aditya Sharma,"=""9838746152""",Mr. Amit Singh,"=""9876543212"""
RJ_10932,Ishaan Sharma,Male,15,9,Sneha Sharma,Sai Patel,"=""8934191300""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10933,Vihaan Reddy,Male,14,8,Tara Verma,Rohan Jain,"=""6925573249""",Mr. Amit Singh,"=""9876543212"""
RJ_10934,Ishaan Gupta,Male,8,3,Diya Khan,Vihaan Jain,"=""9691773745""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10935,Arjun Verma,Male,7,1,Kavya Singh,Aditya Khan,"=""8704989008""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10936,Reyansh Reddy,Male,13,7,Aisha Verma,Kabir Shah,"=""8802918753""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10937,Isha Kumar,Female,9,4,Siya Verma,Rohan Kumar,"=""6779847204""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10938,Sai Sharma,Male,8,3,Diya Kumar,Kabir Gupta,"=""7977025300""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10939,Ananya Patel,Female,17,11,Tara Reddy,Arjun Gupta,"=""9511412374""",Mr. Amit Singh,"=""9876543212"""
RJ_10940,Aisha Khan,Female,15,9,Diya Patel,Aryan Jain,"=""8614453202""",Ms. Pooja Verma,"=""9876543213"""
RJ_10941,Kabir Sharma,Male,15,9,Siya Verma,Reyansh Khan,"=""6821571029""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10942,Ananya Verma,Female,14,9,Priya Kumar,Rohan Reddy,"=""9383380984""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10943,Diya Sharma,Female,17,12,Sneha Kumar,Aarav Gupta,"=""6998339507""",Ms. Pooja Verma,"=""9876543213"""
RJ_10944,Aarav Kumar,Male,16,11,Kavya Jain,Aditya Jain,"=""7124265244""",Mr. Amit Singh,"=""9876543212"""
RJ_10945,Kavya Reddy,Female,13,7,Diya Verma,Sai Gupta,"=""8213025852""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10946,Kabir Sharma,Male,14,9,Siya Sharma,Sai Singh,"=""8401347677""",Mr. Amit Singh,"=""9876543212"""
RJ_10947,Vihaan Verma,Male,6,1,Ananya Gupta,Kabir Reddy,"=""9603270159""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10948,Aarav Sharma,Male,14,9,Priya Sharma,Rohan Gupta,"=""7408950365""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10949,Aisha Verma,Female,8,2,Aisha Patel,Kabir Khan,"=""6910778863""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10950,Reyansh Sharma,Male,17,12,Aisha Sharma,Aditya Patel,"=""7570602692""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10951,Sneha Patel,Female,17,11,Siya Gupta,Reyansh Shah,"=""6265561829""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10952,Ishaan Patel,Male,14,9,Riya Patel,Aryan Verma,"=""7136383198""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10953,Kabir Shah,Male,16,10,Priya Shah,Aarav Gupta,"=""8333381372""",Ms. Pooja Verma,"=""9876543213"""
RJ_10954,Aryan Shah,Male,6,1,Siya Singh,Aryan Gupta,"=""6757619415""",Mr. Amit Singh,"=""9876543212"""
RJ_10955,Tara Khan,Female,9,4,Riya Verma,Sai Shah,"=""7729993690""",Ms. Pooja Verma,"=""9876543213"""
RJ_10956,Aarav Kumar,Male,18,12,Diya Reddy,Rohan Patel,"=""9536677850""",Mr. Amit Singh,"=""9876543212"""
RJ_10957,Aisha Jain,Female,8,3,Sneha Kumar,Ishaan Jain,"=""9790434111""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10958,Priya Reddy,Female,12,7,Diya Sharma,Aryan Gupta,"=""7400669098""",Mr. Amit Singh,"=""9876543212"""
RJ_10959,Kavya Khan,Female,16,10,Isha Sharma,Vihaan Sharma,"=""9683518299""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10960,Riya Reddy,Female,16,10,Tara Reddy,Vihaan Sharma,"=""8875048223""",Mr. Amit Singh,"=""9876543212"""
RJ_10961,Isha Shah,Female,9,4,Siya Sharma,Ishaan Sharma,"=""9501771182""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10962,Isha Shah,Female,10,4,Sneha Reddy,Reyansh Reddy,"=""9550009276""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10963,Tara Kumar,Female,7,2,Isha Singh,Vihaan Sharma,"=""9884431918""",Mr. Amit Singh,"=""9876543212"""
RJ_10964,Arjun Reddy,Male,9,4,Diya Shah,Reyansh Khan,"=""6455051812""",Ms. Pooja Verma,"=""9876543213"""
RJ_10965,Aisha Sharma,Female,16,11,Aisha Reddy,Ishaan Khan,"=""6611190441""",Ms. Pooja Verma,"=""9876543213"""
RJ_10966,Diya Verma,Female,9,3,Priya Shah,Ishaan Gupta,"=""6674076782""",Ms. Pooja Verma,"=""9876543213"""
RJ_10967,Priya Reddy,Female,10,5,Priya Verma,Rohan Jain,"=""8530544436""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10968,Kabir Reddy,Male,14,9,Kavya Singh,Ishaan Gupta,"=""6167891837""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10969,Rohan Shah,Male,6,1,Tara Khan,Ishaan Verma,"=""8596157347""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10970,Riya Shah,Female,13,7,Ananya Patel,Rohan Gupta,"=""8790959081""",Ms. Pooja Verma,"=""9876543213"""
RJ_10971,Siya Khan,Female,17,12,Siya Khan,Ishaan Verma,"=""8765054751""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10972,Rohan Khan,Male,15,10,Isha Shah,Vihaan Singh,"=""7936498525""",Ms. Pooja Verma,"=""9876543213"""
RJ_10973,Aryan Kumar,Male,12,6,Priya Jain,Sai Singh,"=""7566776323""",Mr. Amit Singh,"=""9876543212"""
RJ_10974,Isha Verma,Female,13,7,Ananya Shah,Kabir Gupta,"=""7404149032""",Ms. Pooja Verma,"=""9876543213"""
RJ_10975,Isha Sharma,Female,17,11,Sneha Jain,Aarav Khan,"=""7884548489""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10976,Kabir Patel,Male,11,5,Siya Singh,Arjun Kumar,"=""6382877656""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10977,Siya Jain,Female,11,6,Siya Gupta,Aarav Khan,"=""7217964783""",Ms. Pooja Verma,"=""9876543213"""
RJ_10978,Sai Singh,Male,13,8,Siya Shah,Ishaan Shah,"=""8129777274""",Ms. Pooja Verma,"=""9876543213"""
RJ_10979,Siya Kumar,Female,13,8,Isha Patel,Vihaan Reddy,"=""9717874484""",Ms. Pooja Verma,"=""9876543213"""
RJ_10980,Sai Sharma,Male,16,11,Isha Sharma,Aditya Verma,"=""8490312856""",Mr. Amit Singh,"=""9876543212"""
RJ_10981,Ishaan Khan,Male,14,8,Ananya Singh,Reyansh Sharma,"=""6377758190""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10982,Ananya Kumar,Female,11,5,Aisha Singh,Aditya Khan,"=""7730309577""",Mr. Amit Singh,"=""9876543212"""
RJ_10983,Aisha Gupta,Female,17,12,Siya Khan,Aryan Gupta,"=""8515486449""",Ms. Pooja Verma,"=""9876543213"""
RJ_10984,Siya Jain,Female,15,10,Riya Singh,Aarav Shah,"=""7368428129""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_10985,Isha Sharma,Female,11,5,Sneha Verma,Rohan Patel,"=""8919634337""",Ms. Pooja Verma,"=""9876543213"""
RJ_10986,Aisha Gupta,Female,11,6,Aisha Verma,Rohan Jain,"=""8375440972""",Mr. Amit Singh,"=""9876543212"""
RJ_10987,Tara Sharma,Female,17,12,Priya Shah,Ishaan Reddy,"=""8134697937""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10988,Diya Jain,Female,8,3,Isha Sharma,Vihaan Kumar,"=""7587594264""",Mr. Vijay Gupta,"=""9876543214"""
RJ_10989,Priya Shah,Female,7,1,Aisha Jain,Vihaan Patel,"=""7833761474""",Ms. Sunita Sharma,"=""9876543211"""
RJ_10990,Tara Patel,Female,7,2,Isha Jain,Aditya Shah,"=""7446229383""",Mr. Amit Singh,"=""9876543212"""
RJ_10991,Vihaan Gupta,Male,10,5,Ananya Kumar,Rohan Kumar,"=""9687403554""",Mr. Vijay Gupta,"=""9876543214"""
